'FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
-80.879,9.768,-16.02,41.026,-51.575,-16.02,13.675,8.987,-16.801,-8.596,-33.993,19.145,-32.43,-5.079,-18.755,15.629,4.298,-24.225,16.801,-60.171,53.138,23.053,-18.755
-64.86,11.722,-13.284,35.165,-25.006,-29.695,23.834,0.391,-7.424,2.735,-33.211,17.582,-20.708,8.205,-10.159,2.344,11.331,-23.053,14.066,-70.33,77.753,22.662,-10.159
-32.039,6.642,0,13.284,4.689,-6.252,23.834,-31.648,9.377,5.079,-16.801,-12.894,-7.033,19.927,-19.927,-7.424,19.927,-16.41,0.781,-37.509,59.389,26.96,-19.927
-39.853,5.079,-1.563,17.192,-6.252,11.722,13.284,-37.118,24.225,-1.563,-8.987,-5.861,7.033,1.172,-16.02,15.238,17.582,-16.02,2.344,-15.238,32.039,18.755,-16.02
-49.621,-0.781,1.172,10.159,-19.145,23.834,8.596,-51.184,20.317,-0.391,-0.391,-5.47,12.894,-16.41,-10.549,28.132,20.317,-12.503,-0.391,4.689,18.364,11.722,-10.549
-68.767,-2.344,0.391,12.112,-36.337,22.271,7.814,-52.357,8.987,4.298,2.344,-15.238,7.814,-14.847,-19.536,27.35,19.145,-8.596,0.391,12.112,11.331,17.582,-19.536
-54.31,6.642,-9.377,17.973,-21.099,10.159,9.377,-37.509,6.642,6.252,-2.735,-16.41,6.252,-31.258,1.954,15.629,11.722,-8.205,10.159,0.391,8.596,0.391,1.954
1.172,11.331,-14.457,18.364,42.589,-7.033,13.284,-31.258,5.861,11.722,-4.298,6.252,15.238,-33.993,14.066,24.225,5.861,-7.033,15.238,-7.814,9.768,-2.344,14.066
24.615,9.768,-12.894,14.066,65.641,-8.596,15.238,-34.774,2.344,14.847,0,17.582,19.536,-28.132,6.642,36.337,3.516,-4.298,13.675,-1.563,2.735,1.172,6.642
10.94,9.377,-16.02,16.02,37.118,-3.516,16.02,-27.35,1.563,8.205,1.954,8.596,9.377,-17.973,9.768,19.145,-0.781,-9.768,16.801,-7.033,-3.907,5.47,9.768
3.907,8.596,-13.675,17.582,26.178,-5.079,12.503,-16.02,2.735,1.563,-0.781,14.457,2.344,-5.079,7.033,13.284,-3.126,-12.503,14.457,-17.973,4.298,12.503,7.033
-32.43,4.298,-8.987,13.675,-16.02,-6.642,17.973,-16.801,8.987,-3.516,-0.391,22.271,10.549,-8.205,-1.172,25.788,-1.172,-10.159,9.768,-8.596,2.735,14.066,-1.172
-60.952,-1.563,-7.424,8.987,-54.31,-1.954,17.973,-21.88,2.735,-13.284,2.344,18.755,1.954,-19.927,0.781,26.569,-3.516,-10.159,8.205,4.689,0.781,5.861,0.781
-36.337,-0.391,-8.205,12.112,-33.211,-3.126,13.284,-9.377,1.172,-25.006,-3.516,24.615,-7.033,-28.132,5.861,25.788,-11.331,-14.457,8.987,0.391,-2.735,1.563,5.861
-50.012,-3.516,-11.331,18.364,-50.403,-11.331,14.847,0.781,-18.755,-22.662,-10.159,37.509,-16.02,-26.569,-3.516,30.085,-16.801,-14.847,12.112,-5.861,3.126,7.033,-3.516
-68.376,-13.284,-5.861,24.615,-77.363,-10.94,19.536,5.079,-35.556,-16.801,-13.675,39.072,-19.145,-33.602,-0.391,25.397,-17.192,-9.768,6.642,-3.516,17.192,-3.907,-0.391
-44.151,-16.801,-5.47,43.37,-52.357,-29.304,25.006,33.211,-46.886,-12.112,-30.085,66.422,-20.708,-25.397,-6.252,27.35,-19.927,-10.549,6.252,-23.443,44.151,-1.563,-6.252
-41.416,-5.47,-5.47,38.681,-38.291,-44.542,34.383,34.774,-54.701,-1.563,-28.913,57.827,-30.085,1.954,-5.861,6.252,-15.629,-3.907,6.252,-48.059,60.952,9.768,-5.861
-23.834,3.907,-2.344,17.973,-12.112,-37.118,38.681,7.033,-33.602,6.252,-14.457,27.741,-15.238,8.987,2.735,-11.722,-5.079,2.344,3.126,-33.993,46.105,3.516,2.735
4.298,14.847,-22.662,18.364,15.238,-23.834,25.788,-2.344,-20.708,1.954,-3.126,18.755,-8.205,1.563,0,3.126,-9.377,1.563,23.443,-13.675,0,4.689,0
6.642,9.377,-21.099,12.503,22.662,-19.927,18.755,-12.894,-25.006,2.344,1.954,12.503,-10.94,16.801,-27.35,13.284,-8.205,-1.563,21.88,-2.344,-5.861,23.053,-27.35
1.172,-3.126,-13.675,11.722,10.549,-8.987,15.238,-20.708,-7.033,3.126,1.954,14.457,10.94,-14.066,-12.894,27.35,-5.861,-1.954,14.457,16.801,-8.987,-0.781,-12.894
-25.788,-15.629,-6.642,15.629,-17.192,-8.205,12.503,-19.145,-7.033,-1.563,-4.689,7.033,12.503,-23.443,-19.145,21.88,-9.768,-4.689,7.424,22.662,3.907,-9.377,-19.145
-56.264,-16.02,2.735,12.503,-48.449,-7.814,16.41,-15.629,-7.814,-5.079,-8.987,0.391,4.689,-19.145,-12.894,4.689,-8.987,-3.126,-1.954,9.768,21.49,-12.894,-12.894
-30.476,-7.424,3.126,7.033,-24.615,-2.735,21.099,-20.708,-5.079,-5.079,-4.298,17.192,13.284,-39.463,7.424,18.755,-5.861,3.907,-2.344,8.596,18.755,-31.648,7.424
-32.43,-3.126,-7.033,8.596,-35.165,3.516,19.536,-22.271,-16.801,-5.861,0,32.821,8.205,-46.496,10.549,35.946,-8.987,10.159,7.814,16.02,-0.391,-30.476,10.549
-34.774,-1.563,-10.159,9.768,-42.589,4.298,17.973,-17.192,-37.9,-5.47,3.516,24.615,-20.708,-26.569,10.159,20.708,-14.066,12.112,10.94,3.907,-1.563,-13.284,10.159
-8.987,1.172,0.391,8.205,-17.973,10.549,21.099,-12.503,-41.807,-2.344,9.377,16.02,-31.648,-17.192,18.364,10.549,-11.722,16.02,0.391,-5.861,4.298,-7.424,18.364
-13.284,2.735,-6.252,6.642,-19.536,14.457,19.927,-25.006,-42.589,-1.954,14.847,16.02,-25.006,-27.741,19.536,18.364,-11.722,19.927,7.033,6.252,-9.377,-6.252,19.536
-32.43,0.391,-10.94,14.066,-31.258,9.768,16.41,-25.006,-39.463,-0.781,14.066,21.88,-16.02,-34.383,19.536,25.397,-12.112,15.629,11.722,4.298,3.126,-10.159,19.536
-32.821,6.252,-15.238,10.549,-28.132,1.172,18.755,-23.443,-32.039,-3.907,5.079,23.834,-16.02,-16.801,13.675,12.112,-8.596,8.596,16.02,-19.536,35.165,-8.205,13.675
-28.913,19.927,-27.741,21.49,-21.88,-5.47,23.053,-10.94,-29.304,-4.689,-3.907,33.602,-17.973,-7.814,10.159,9.768,-4.689,8.596,28.523,-43.761,64.86,-13.675,10.159
-40.635,-8.987,-19.536,39.853,-36.337,-25.006,25.006,6.252,-53.138,-0.781,-23.834,48.059,-38.291,-1.954,-4.689,14.457,-6.642,5.47,20.317,-37.118,93.382,-14.066,-4.689
-64.078,-23.053,12.112,33.993,-57.436,-29.695,39.853,7.033,-50.794,5.47,-20.317,21.49,-44.933,23.053,-10.549,-11.722,0.391,5.861,-11.331,-37.509,117.998,-1.563,-10.549
-52.357,-27.741,20.317,14.847,-42.198,-10.94,30.085,-19.927,-45.714,1.563,-10.94,3.516,-44.151,13.284,-8.205,-12.112,5.861,9.768,-19.536,-5.861,89.475,-8.987,-8.205
-55.092,-27.741,7.033,15.629,-38.681,-3.907,14.457,-32.43,-47.277,-0.781,-1.172,-2.344,-37.118,-8.596,-8.205,1.563,-1.563,9.377,-6.252,23.834,41.807,-11.722,-8.205
-53.919,-22.271,-1.954,8.987,-37.509,0.391,8.205,-41.026,-30.867,-3.126,7.033,-18.364,-20.317,-8.987,-8.205,-8.205,-0.781,8.205,2.735,28.132,28.132,-11.331,-8.205
-39.853,-7.814,-17.192,10.94,-22.271,2.344,6.252,-41.026,-10.549,-12.894,7.814,-5.079,-2.735,-14.847,-7.814,4.689,-3.907,6.642,17.973,25.006,21.49,-12.503,-7.814
-29.695,-5.079,-24.615,17.192,-12.112,-0.781,3.126,-32.821,-19.927,-13.675,3.516,13.675,-5.861,-21.49,-14.457,23.834,-8.987,5.47,25.397,17.192,23.834,-9.768,-14.457
-43.37,-15.629,-7.814,19.927,-22.271,-8.987,6.642,-21.49,-39.072,-12.112,-0.781,-1.172,-26.178,-12.894,-19.536,4.298,-10.159,3.126,8.596,14.457,45.714,-9.768,-19.536
-59.78,-26.569,6.252,11.722,-37.9,-10.549,6.642,-25.397,-31.648,-16.801,-2.344,-17.192,-32.039,-2.344,-23.053,-10.549,-12.112,-1.563,-5.47,16.02,49.621,-4.298,-23.053
-81.27,-30.476,6.642,5.861,-57.436,-9.377,1.172,-30.867,-41.807,-17.582,-4.298,-1.172,-32.039,-19.536,-26.569,11.722,-12.503,-3.516,-5.861,25.788,44.933,-16.02,-26.569
-94.945,-27.741,-1.172,8.205,-69.158,-13.675,-0.391,-30.867,-41.416,-14.457,-7.424,5.861,-21.099,-29.304,-28.523,20.317,-10.94,-5.47,1.954,25.006,43.37,-19.536,-28.523
-66.032,-23.834,-4.689,4.298,-42.589,-15.629,-0.391,-31.258,-28.523,-12.894,-5.079,-10.94,-21.49,-15.238,-17.192,-4.298,-6.642,-9.377,5.47,12.894,44.542,-12.112,-17.192
-31.648,-17.192,-11.331,-3.126,-10.94,-12.503,-4.689,-34.774,-13.284,-15.629,-1.172,-19.145,-17.973,-18.755,-1.954,-12.503,-4.689,-7.424,12.112,12.112,29.695,-14.847,-1.954
13.284,-19.927,-16.801,-0.781,30.867,-14.847,-7.814,-31.648,0.391,-16.801,-1.172,-14.066,-1.563,-24.615,-3.907,-3.907,-8.205,-4.689,17.582,21.88,22.662,-17.192,-3.907
16.02,-30.476,-13.675,5.47,20.708,-16.41,-7.033,-18.755,3.907,-19.145,-5.861,-5.861,0.781,-11.331,-17.582,0,-10.94,-7.814,14.457,27.35,22.662,-4.298,-17.582
-9.377,-35.165,-11.722,8.596,-11.722,-21.49,-2.735,-9.377,-8.596,-16.41,-14.457,1.563,-14.066,9.768,-29.304,-5.079,-10.94,-10.94,12.503,11.722,42.979,6.642,-29.304
-45.714,-36.337,-16.41,21.88,-53.138,-36.728,2.344,10.94,-32.039,-11.722,-36.728,21.099,-38.291,21.099,-33.993,-9.377,-9.377,-19.145,17.192,-15.629,69.939,13.675,-33.993
-58.608,-36.337,-12.894,26.178,-54.31,-49.231,10.549,10.159,-51.966,0,-35.946,18.755,-44.933,28.132,-42.198,-10.94,-1.563,-20.317,13.675,-14.847,85.177,10.94,-42.198
-48.059,-42.589,-1.954,14.457,-32.43,-53.138,17.582,-9.768,-50.794,9.768,-20.708,-10.94,-47.668,19.145,-13.675,-30.867,2.735,-21.49,2.735,-11.331,89.084,-5.47,-13.675
-23.834,-37.9,-13.675,3.907,3.516,-44.542,1.563,-33.602,-39.072,5.47,-8.205,-10.94,-32.43,-14.066,0,-7.424,-2.735,-19.145,14.457,14.066,44.151,-19.927,0
-19.145,-38.291,-17.582,1.172,7.424,-35.556,-2.344,-42.979,-33.602,5.079,1.172,-23.834,-24.225,-21.49,-1.563,-5.079,-5.079,-15.629,18.364,28.132,27.741,-22.271,-1.563
-28.132,-37.118,-23.443,0.391,-10.94,-25.006,-5.079,-46.886,-33.993,4.298,3.516,-37.9,-27.741,-23.053,-0.781,-12.894,-5.861,-12.112,24.225,26.178,19.927,-22.271,-0.781
-32.43,-33.993,-25.788,-4.689,-23.053,-15.629,-7.424,-50.794,-39.072,1.563,-1.954,-19.536,-26.96,-29.304,-10.159,7.033,-2.344,-8.596,26.569,23.443,12.503,-14.457,-10.159
-39.853,-38.681,-12.894,4.689,-35.165,-16.41,2.344,-36.728,-31.648,5.47,-5.861,-7.033,-7.814,-31.258,-21.49,20.708,1.563,-3.516,13.675,22.271,26.178,-13.675,-21.49
-53.919,-42.198,-3.126,8.205,-44.933,-16.02,4.298,-32.43,-16.02,3.126,-4.298,-26.96,-3.126,-25.788,-19.536,3.126,2.344,-1.563,3.907,19.145,34.383,-16.41,-19.536
-64.86,-37.509,-1.172,9.768,-51.184,-18.364,5.47,-28.132,-16.02,2.344,-5.079,-32.821,-10.549,-20.317,-16.41,-4.689,2.344,-3.126,1.954,12.894,38.291,-17.192,-16.41
-55.092,-31.648,-3.126,15.629,-44.542,-16.801,8.987,-21.49,-14.066,3.907,-5.47,-9.377,-2.735,-24.615,-15.238,16.41,2.735,-3.126,3.907,17.582,28.523,-16.41,-15.238
-29.695,-31.258,-1.563,11.722,-22.662,-12.503,11.722,-26.178,-23.053,4.689,-0.781,-5.861,-8.596,-28.913,-10.159,22.662,2.344,-3.907,2.344,19.145,30.867,-23.053,-10.159
-19.927,-27.741,-5.861,7.033,-14.457,-0.781,2.344,-32.821,-38.291,2.735,1.954,-14.457,-33.211,-17.973,-10.94,14.066,1.954,-7.033,6.642,20.317,18.364,-16.41,-10.94
-21.49,-26.178,-10.94,12.503,-8.987,-3.126,-5.079,-27.741,-35.946,-2.344,-1.563,-6.642,-36.728,-15.238,-15.238,19.536,-1.954,-9.768,11.722,16.41,8.205,-3.126,-15.238
-25.397,-35.556,-10.549,25.397,-8.596,-12.894,-0.781,-23.053,-17.973,-2.344,-8.205,-5.861,-21.49,-14.847,-19.536,20.708,-1.563,-9.768,11.331,15.629,25.397,-6.252,-19.536
-64.469,-37.9,-12.894,34.383,-43.761,-21.099,1.563,-17.192,-3.126,0,-16.801,-7.424,-12.894,-7.033,-22.271,14.066,1.563,-12.112,13.675,9.768,37.509,-2.344,-22.271
-69.158,-30.476,-13.284,47.277,-43.37,-40.244,6.642,10.549,-5.861,7.033,-39.463,13.675,-24.615,11.331,-22.271,10.159,1.954,-19.145,14.066,-23.834,57.045,12.112,-22.271
-67.204,-25.788,2.735,38.681,-50.794,-44.542,30.867,12.112,-14.847,23.834,-34.383,8.205,-31.648,24.615,-12.894,1.954,10.94,-12.112,-1.954,-42.589,75.018,12.894,-12.894
-44.933,-19.927,7.033,21.88,-29.304,-22.662,29.304,-12.503,-23.443,29.695,-11.722,-15.629,-35.556,28.913,-17.582,2.344,15.629,0.781,-6.252,-19.145,43.761,11.331,-17.582
-32.821,-19.145,2.735,22.662,-17.582,-11.722,19.536,-15.238,-47.277,30.476,3.126,-4.298,-46.886,14.847,-16.801,31.648,4.689,9.377,-1.954,-6.252,14.066,5.861,-16.801
-53.138,-20.708,0.391,23.834,-42.589,-3.516,17.192,-20.317,-56.654,35.556,14.847,2.735,-40.635,8.596,-22.271,51.575,3.126,19.145,0.391,6.642,2.344,5.861,-22.271
-43.37,-20.317,-10.549,24.225,-29.304,-3.126,10.159,-26.569,-50.403,34.383,19.536,-12.112,-32.039,3.907,-21.49,40.635,0.781,26.178,11.331,17.192,-7.814,3.516,-21.49
-45.714,-17.582,-20.708,33.211,-30.085,-9.768,7.033,-17.192,-42.979,29.695,10.549,-21.49,-31.258,-3.907,-14.847,26.569,-5.079,25.788,21.49,8.596,0.391,-3.907,-14.847
-46.105,-19.927,-15.629,27.741,-35.946,-9.377,10.549,-19.145,-33.993,26.569,1.172,-12.894,-20.708,-8.205,-21.099,31.258,-2.344,23.834,16.41,10.94,8.987,0.391,-21.099
-43.37,-25.006,2.735,23.443,-35.556,-0.781,17.582,-22.271,-15.629,20.317,0,-14.457,-7.424,-11.331,-25.788,33.993,0.391,27.35,-1.954,20.708,12.894,4.298,-25.788
-48.84,-20.708,0.781,29.695,-41.416,4.689,15.629,-17.582,-12.894,14.066,-6.252,-28.913,-17.192,-9.768,-28.523,20.708,-1.172,24.225,0,11.722,19.145,2.344,-28.523
-54.31,-16.41,-1.172,29.695,-51.184,4.689,16.02,-11.722,-12.894,12.894,-14.847,-28.132,-21.099,-4.689,-33.211,15.629,-1.172,20.317,1.954,-2.735,25.788,8.596,-33.211
-66.422,-10.94,0.391,23.053,-63.297,3.126,23.053,-17.582,-10.94,17.582,-11.722,-20.317,-7.033,-13.284,-29.304,23.834,4.298,23.053,0.391,2.344,18.364,4.689,-29.304
-43.761,6.642,-20.708,17.192,-39.853,4.298,23.053,-27.741,-10.159,19.145,-3.516,-24.615,0,-26.178,-19.145,26.96,7.033,22.271,21.49,-5.47,7.814,-6.252,-19.145
-17.973,1.954,-21.49,14.066,-20.708,5.861,15.629,-24.615,-20.708,22.662,-5.47,-23.053,-9.377,-21.099,-19.536,23.834,3.907,12.503,22.271,-3.516,-0.781,0,-19.536
-21.88,-14.457,-1.563,13.284,-25.788,5.861,13.675,-18.755,-37.118,28.523,-10.159,-15.629,-23.053,-12.503,-14.457,16.41,6.252,7.814,2.344,7.033,6.642,8.596,-14.457
-16.02,-28.913,8.987,20.708,-21.88,4.689,13.284,-10.94,-30.867,33.602,-16.02,-16.41,-20.708,1.172,-20.317,9.768,10.159,7.033,-8.205,11.722,23.053,14.066,-20.317
-25.006,-35.165,13.675,43.761,-26.569,-11.331,14.847,20.708,-32.821,35.556,-40.244,8.205,-28.523,17.973,-29.304,9.768,8.205,-3.907,-12.894,-7.424,57.827,22.662,-29.304
-49.231,-27.35,20.708,33.993,-50.403,-16.801,22.662,23.443,-35.946,42.198,-47.277,2.344,-39.463,35.946,-23.443,-11.722,13.675,-3.126,-19.927,-26.96,75.8,29.695,-23.443
-57.827,-10.159,21.49,13.284,-56.654,-6.642,31.258,-0.391,-31.648,51.184,-36.728,-25.788,-35.165,36.337,-17.973,-26.178,21.88,3.126,-20.708,-28.913,68.767,20.317,-17.973
-34.383,-6.252,9.768,10.94,-34.383,3.126,23.053,-11.331,-26.178,51.575,-29.695,-27.741,-28.913,16.801,-14.457,-6.252,12.503,3.907,-8.987,-14.457,30.085,10.549,-14.457
-30.085,-14.457,13.675,0.781,-33.211,11.331,17.192,-25.006,-25.397,57.436,-27.741,-25.788,-22.662,8.596,-13.284,5.47,8.205,1.954,-12.894,-1.172,13.675,11.722,-13.284
-12.503,-32.43,28.913,-2.735,-7.814,17.973,8.596,-37.509,-4.298,53.138,-27.741,-20.708,-4.298,-1.954,-13.675,21.099,7.033,-3.126,-28.132,21.49,5.861,11.331,-13.675
-16.801,-33.211,28.913,6.252,-6.642,11.331,6.642,-26.178,20.708,42.198,-34.383,-24.225,4.689,1.563,-17.192,15.238,1.172,-10.159,-28.132,19.927,5.47,19.145,-17.192
-39.072,-28.913,25.397,12.503,-22.271,1.563,6.252,-15.238,30.085,31.258,-44.542,-33.211,0.391,8.596,-17.973,-5.079,-0.781,-16.02,-24.615,8.205,25.006,22.271,-17.973
-63.297,-25.006,22.662,5.861,-46.105,1.172,8.987,-22.662,47.277,23.834,-44.151,-26.178,18.364,-4.689,-12.894,0.781,0,-14.847,-21.88,12.112,26.96,17.192,-12.894
-52.747,-22.662,14.457,10.159,-36.728,-2.735,10.159,-20.708,47.277,18.755,-42.979,-18.755,26.96,-20.317,-16.02,14.457,-3.126,-13.284,-13.675,17.582,26.178,10.159,-16.02
-22.662,-27.35,18.364,13.675,-12.894,-1.563,7.424,-10.94,37.9,19.927,-45.324,-28.523,9.377,-0.391,-22.271,-1.954,-7.033,-17.192,-17.582,11.331,31.648,20.708,-22.271
-17.582,-23.443,16.41,8.205,-7.033,0.781,7.424,-17.192,22.662,25.788,-41.416,-36.728,-3.907,11.331,-24.615,-12.112,-4.689,-19.536,-15.629,4.298,34.383,26.96,-24.615
0.391,-16.801,20.708,0,8.987,9.768,10.159,-25.006,9.768,31.648,-30.085,-33.602,-4.689,6.252,-29.695,6.252,-1.172,-15.238,-19.927,12.503,20.317,21.099,-29.695
8.205,-10.159,13.284,9.768,19.145,10.94,9.377,-17.192,10.159,33.602,-25.788,-21.099,-3.126,18.364,-38.291,21.099,-5.47,-12.503,-12.503,14.847,8.205,30.867,-38.291
-29.695,-0.391,-7.033,12.503,-13.675,-4.298,3.907,-9.377,16.41,29.304,-32.43,-9.377,-4.298,10.549,-18.755,16.801,-6.642,-15.629,7.814,-9.768,10.94,23.834,-18.755
-29.695,0.391,-8.205,14.066,-17.192,-11.722,7.033,0,30.476,24.225,-38.681,-3.516,3.126,3.516,-3.516,10.159,-3.907,-17.192,8.987,-22.271,25.788,11.722,-3.516
-41.807,-19.536,1.172,33.211,-30.867,-32.821,11.722,25.788,34.774,16.801,-58.217,11.331,2.344,7.814,-9.768,5.079,-7.033,-25.397,-0.391,-23.443,54.31,16.41,-9.768
-55.482,-30.085,19.145,33.211,-46.886,-35.165,15.238,33.602,34.774,13.675,-67.204,-2.735,-7.424,20.708,-10.549,-22.271,3.516,-32.039,-18.364,-34.774,80.879,22.271,-10.549
-51.966,-23.443,24.225,6.252,-47.277,-14.457,14.847,3.126,27.741,16.02,-57.827,-30.085,-7.033,13.284,-14.847,-33.602,8.987,-30.085,-23.443,-23.834,74.237,12.894,-14.847
-35.165,-23.443,21.49,-2.735,-27.741,0.391,3.516,-16.41,17.192,13.284,-49.621,-31.648,-5.079,-4.298,-26.96,-12.503,4.298,-27.741,-20.708,1.563,42.198,7.424,-26.96
-22.271,-26.569,17.973,-5.47,-5.861,2.344,-7.424,-23.834,25.397,12.894,-43.761,-42.979,-0.391,-6.252,-26.178,-13.284,3.516,-27.741,-17.192,10.94,18.364,8.596,-26.178
-30.867,-22.271,5.47,-19.145,-13.284,3.907,-14.066,-42.589,33.602,11.722,-39.072,-35.165,11.331,-20.708,-19.536,0.781,2.344,-31.648,-4.689,16.801,-0.391,-1.172,-19.536
-23.443,-26.96,7.033,-15.238,-3.516,0.781,-15.238,-39.853,33.993,12.503,-37.9,-12.894,16.02,-29.695,-8.205,18.755,2.735,-34.383,-6.252,21.88,-7.033,-4.298,-8.205
-37.509,-32.43,10.159,-11.722,-12.894,-7.814,-16.02,-33.211,24.615,14.457,-39.463,-29.695,0.391,-15.238,-7.814,-5.861,5.079,-41.807,-9.377,15.238,0,1.563,-7.814
